time_s,trial_id,marker_visible,grf_vertical_N,emg_tib_ant_uV,ankle_angle_deg,knee_flexion_deg,hip_flexion_deg
0.64,trial_04,1.0,121.87,50.0,-6.56,56.01,42.62
0.65,trial_04,1.0,371.63,50.0,-7.14,56.67,42.28
0.66,trial_04,1.0,275.77,50.0,-7.66,57.21,41.91
0.67,trial_04,1.0,168.04,50.0,-8.14,57.62,41.52
0.68,trial_04,1.0,448.64,50.0,-8.57,57.87,41.11
0.69,trial_04,1.0,114.63,50.0,-8.95,57.94,40.68
0.7,trial_04,1.0,172.76,50.0,-9.27,57.82,40.23
0.71,trial_04,1.0,187.32,50.0,-9.53,57.49,39.75
0.72,trial_04,1.0,148.69,50.0,-9.73,56.95,39.26
0.73,trial_04,1.0,140.57,50.0,-9.88,56.19,38.75
0.74,trial_04,1.0,69.94,50.0,-9.97,55.21,38.22
0.75,trial_04,1.0,79.17,50.0,-10.0,54.0,37.68
0.76,trial_04,1.0,118.54,50.0,-9.97,52.57,37.11
0.77,trial_04,1.0,193.47,50.0,-9.88,50.93,36.53
0.78,trial_04,1.0,9.04,50.0,-9.73,49.08,35.94
0.79,trial_04,1.0,225.21,50.0,-9.53,47.05,35.32
0.8,trial_04,1.0,138.53,50.0,-9.27,44.84,34.69
0.81,trial_04,1.0,2.34,50.0,-8.95,42.47,34.05
0.82,trial_04,1.0,57.63,50.0,-8.57,39.98,33.4
0.83,trial_04,1.0,96.79,50.0,-8.14,37.38,32.73
0.84,trial_04,1.0,151.59,50.0,-7.66,34.71,32.04
0.85,trial_04,1.0,572.0,50.0,-7.14,31.98,31.35
0.86,trial_04,1.0,128.32,50.0,-6.56,29.24,30.64
0.87,trial_04,1.0,179.69,50.0,-5.93,26.5,29.93
0.88,trial_04,1.0,101.49,50.0,-5.27,23.81,29.2
0.89,trial_04,1.0,149.8,50.0,-4.56,21.2,28.47
0.9,trial_04,1.0,46.99,50.0,-3.82,18.68,27.73
0.91,trial_04,1.0,63.65,50.0,-3.04,16.31,26.97
0.92,trial_04,1.0,141.23,50.0,-2.23,14.1,26.22
0.93,trial_04,1.0,113.27,50.0,-1.39,12.07,25.45
0.94,trial_04,1.0,45.0,50.0,-0.52,10.27,24.68
0.95,trial_04,1.0,75.97,50.0,0.36,8.7,23.91
0.96,trial_04,1.0,55.42,50.0,1.27,7.39,23.13
0.97,trial_04,1.0,-51.27,50.0,2.19,6.36,22.35
0.98,trial_04,1.0,61.98,50.0,3.12,5.61,21.57
0.99,trial_04,1.0,90.22,50.0,4.06,5.15,20.79
1.0,trial_04,1.0,614.5,19.63,5.0,5.0,20.0
1.01,trial_04,1.0,195.53,20.8,5.94,5.15,20.79
1.02,trial_04,1.0,179.88,12.36,6.88,5.61,21.57
1.03,trial_04,1.0,124.97,16.86,7.81,6.36,22.35
1.04,trial_04,1.0,131.01,16.69,8.73,7.39,23.13
1.05,trial_04,1.0,324.96,15.29,9.64,8.7,23.91
1.06,trial_04,1.0,225.27,18.71,10.52,10.27,24.68
1.07,trial_04,1.0,338.87,12.36,11.39,12.07,25.45
1.08,trial_04,1.0,433.33,16.66,12.23,14.1,26.22
1.09,trial_04,1.0,321.78,15.05,13.04,16.31,26.97
1.1,trial_04,1.0,429.44,13.1,13.82,18.68,27.73
1.11,trial_04,1.0,560.74,17.29,14.56,21.2,28.47
1.12,trial_04,1.0,449.03,16.81,15.27,23.81,29.2
1.13,trial_04,1.0,387.01,57.53,15.93,26.5,29.93
1.14,trial_04,1.0,429.46,65.04,16.56,29.24,30.64
1.15,trial_04,1.0,555.14,72.49,17.14,31.98,31.35
1.16,trial_04,1.0,380.68,79.84,17.66,34.71,32.04
1.17,trial_04,1.0,686.03,87.08,18.14,37.38,32.73
1.18,trial_04,1.0,485.73,94.17,18.57,39.98,33.4
1.19,trial_04,1.0,372.92,101.09,18.95,42.47,34.05
1.2,trial_04,1.0,469.69,107.81,19.27,44.84,34.69
1.21,trial_04,1.0,257.85,114.3,19.53,47.05,35.32
1.22,trial_04,1.0,590.33,120.53,19.73,49.08,35.94
1.23,trial_04,1.0,342.76,126.49,19.88,50.93,36.53
1.24,trial_04,1.0,442.29,132.15,19.97,52.57,37.11
1.25,trial_04,1.0,284.31,137.48,20.0,54.0,37.68
1.26,trial_04,1.0,236.08,142.46,19.97,55.21,38.22
1.27,trial_04,1.0,268.98,147.08,19.88,56.19,38.75
1.28,trial_04,1.0,400.67,151.32,19.73,56.95,39.26
1.29,trial_04,1.0,135.51,155.16,19.53,57.49,39.75
1.3,trial_04,1.0,117.74,158.58,19.27,57.82,40.23
1.31,trial_04,1.0,373.88,161.57,18.95,57.94,40.68
1.32,trial_04,1.0,230.94,164.13,18.57,57.87,41.11
1.33,trial_04,1.0,325.61,166.23,18.14,57.62,41.52
1.34,trial_04,1.0,545.8,167.87,17.66,57.21,41.91
1.35,trial_04,1.0,151.55,169.05,17.14,56.67,42.28
1.36,trial_04,1.0,125.87,169.76,16.56,56.01,42.62
1.37,trial_04,1.0,203.8,170.0,15.93,55.25,42.94
1.38,trial_04,1.0,210.29,169.76,15.27,54.43,43.24
1.39,trial_04,1.0,-47.35,169.05,14.56,53.56,43.52
1.4,trial_04,1.0,308.03,167.87,13.82,52.66,43.78
1.41,trial_04,1.0,88.14,166.23,13.04,51.77,44.01
1.42,trial_04,1.0,286.85,164.13,12.23,50.9,44.21
1.43,trial_04,1.0,182.15,161.57,11.39,50.08,44.4
1.44,trial_04,1.0,406.8,158.58,10.52,49.32,44.56
1.45,trial_04,1.0,102.84,155.16,9.64,48.65,44.69
1.46,trial_04,1.0,375.75,151.32,8.73,48.07,44.8
1.47,trial_04,1.0,203.86,147.08,7.81,47.61,44.89
1.48,trial_04,1.0,246.69,142.46,6.88,47.27,44.95
1.49,trial_04,1.0,331.86,137.48,5.94,47.07,44.99
1.5,trial_04,1.0,258.84,132.15,5.0,47.0,45.0
1.51,trial_04,1.0,745.88,126.49,4.06,47.07,44.99
1.52,trial_04,1.0,319.36,120.53,3.12,47.27,44.95
1.53,trial_04,1.0,466.42,114.3,2.19,47.61,44.89
1.54,trial_04,1.0,256.94,107.81,1.27,48.07,44.8
1.55,trial_04,1.0,240.33,101.09,0.36,48.65,44.69
1.56,trial_04,1.0,410.69,94.17,-0.52,49.32,44.56
1.57,trial_04,1.0,518.39,87.08,-1.39,50.08,44.4
1.58,trial_04,1.0,380.91,79.84,-2.23,50.9,44.21
1.59,trial_04,1.0,521.62,72.49,-3.04,51.77,44.01
1.6,trial_04,1.0,334.74,65.04,-3.82,52.66,43.78
1.61,trial_04,1.0,344.62,57.53,-4.56,53.56,43.52
1.62,trial_04,1.0,253.8,50.0,-5.27,54.43,43.24
1.63,trial_04,1.0,224.54,50.0,-5.93,55.25,42.94
1.64,trial_04,1.0,321.68,50.0,-6.56,56.01,42.62
1.65,trial_04,1.0,220.42,50.0,-7.14,56.67,42.28
1.66,trial_04,1.0,307.42,50.0,-7.66,57.21,41.91
1.67,trial_04,1.0,122.53,50.0,-8.14,57.62,41.52
1.68,trial_04,1.0,521.58,50.0,-8.57,57.87,41.11
1.69,trial_04,1.0,221.67,50.0,-8.95,57.94,40.68
1.7,trial_04,1.0,227.67,50.0,-9.27,57.82,40.23
1.71,trial_04,1.0,203.83,50.0,-9.53,57.49,39.75
1.72,trial_04,1.0,249.18,50.0,-9.73,56.95,39.26
1.73,trial_04,1.0,8.54,50.0,-9.88,56.19,38.75
1.74,trial_04,1.0,-0.55,50.0,-9.97,55.21,38.22
1.75,trial_04,1.0,80.58,50.0,-10.0,54.0,37.68
1.76,trial_04,1.0,128.78,50.0,-9.97,52.57,37.11
1.77,trial_04,1.0,203.27,50.0,-9.88,50.93,36.53
1.78,trial_04,1.0,215.75,50.0,-9.73,49.08,35.94
1.79,trial_04,1.0,126.11,50.0,-9.53,47.05,35.32
1.8,trial_04,1.0,24.23,50.0,-9.27,44.84,34.69
1.81,trial_04,1.0,45.14,50.0,-8.95,42.47,34.05
1.82,trial_04,1.0,-26.97,50.0,-8.57,39.98,33.4
1.83,trial_04,1.0,43.73,50.0,-8.14,37.38,32.73
1.84,trial_04,1.0,89.78,50.0,-7.66,34.71,32.04
1.85,trial_04,1.0,385.92,50.0,-7.14,31.98,31.35
1.86,trial_04,1.0,135.39,50.0,-6.56,29.24,30.64
1.87,trial_04,1.0,193.86,50.0,-5.93,26.5,29.93
1.88,trial_04,1.0,-16.96,50.0,-5.27,23.81,29.2
1.89,trial_04,1.0,194.06,50.0,-4.56,21.2,28.47
1.9,trial_04,1.0,84.9,50.0,-3.82,18.68,27.73
1.91,trial_04,1.0,195.38,50.0,-3.04,16.31,26.97
1.92,trial_04,1.0,-19.25,50.0,-2.23,14.1,26.22
1.93,trial_04,1.0,-36.79,50.0,-1.39,12.07,25.45
1.94,trial_04,1.0,42.25,50.0,-0.52,10.27,24.68
1.95,trial_04,1.0,-20.88,50.0,0.36,8.7,23.91
1.96,trial_04,1.0,71.12,50.0,1.27,7.39,23.13
1.97,trial_04,1.0,234.23,50.0,2.19,6.36,22.35
1.98,trial_04,1.0,165.56,50.0,3.12,5.61,21.57
1.99,trial_04,1.0,70.12,50.0,4.06,5.15,20.79
2.0,trial_04,1.0,547.13,13.09,5.0,5.0,20.0
2.01,trial_04,1.0,327.94,19.63,5.94,5.15,20.79
2.02,trial_04,1.0,296.57,17.47,6.88,5.61,21.57
2.03,trial_04,1.0,271.47,15.37,7.81,6.36,22.35
2.04,trial_04,1.0,351.07,12.67,8.73,7.39,23.13
2.05,trial_04,1.0,314.93,23.03,9.64,8.7,23.91
2.06,trial_04,1.0,286.44,17.87,10.52,10.27,24.68
2.07,trial_04,1.0,216.39,14.91,11.39,12.07,25.45
2.08,trial_04,1.0,332.64,19.92,12.23,14.1,26.22
2.09,trial_04,1.0,415.9,14.71,13.04,16.31,26.97
2.1,trial_04,1.0,494.73,14.92,13.82,18.68,27.73
2.11,trial_04,1.0,494.38,16.77,14.56,21.2,28.47
2.12,trial_04,1.0,423.41,17.07,15.27,23.81,29.2
2.13,trial_04,1.0,423.89,57.53,15.93,26.5,29.93
2.14,trial_04,1.0,481.11,65.04,16.56,29.24,30.64
2.15,trial_04,1.0,441.5,72.49,17.14,31.98,31.35
2.16,trial_04,1.0,494.13,79.84,17.66,34.71,32.04
2.17,trial_04,1.0,640.28,87.08,18.14,37.38,32.73
2.18,trial_04,1.0,429.23,94.17,18.57,39.98,33.4
2.19,trial_04,1.0,281.01,101.09,18.95,42.47,34.05
2.2,trial_04,1.0,392.11,107.81,19.27,44.84,34.69
2.21,trial_04,1.0,356.71,114.3,19.53,47.05,35.32
2.22,trial_04,1.0,422.51,120.53,19.73,49.08,35.94
2.23,trial_04,1.0,447.0,126.49,19.88,50.93,36.53
2.24,trial_04,1.0,330.1,132.15,19.97,52.57,37.11
2.25,trial_04,1.0,348.19,137.48,20.0,54.0,37.68
2.26,trial_04,1.0,289.24,142.46,19.97,55.21,38.22
2.27,trial_04,1.0,344.13,147.08,19.88,56.19,38.75
2.28,trial_04,1.0,343.43,151.32,19.73,56.95,39.26
2.29,trial_04,1.0,286.8,155.16,19.53,57.49,39.75
2.3,trial_04,1.0,125.94,158.58,19.27,57.82,40.23
2.31,trial_04,1.0,221.77,161.57,18.95,57.94,40.68
2.32,trial_04,1.0,184.03,164.13,18.57,57.87,41.11
2.33,trial_04,1.0,295.48,166.23,18.14,57.62,41.52
2.34,trial_04,1.0,439.88,167.87,17.66,57.21,41.91
2.35,trial_04,1.0,278.16,169.05,17.14,56.67,42.28
2.36,trial_04,1.0,57.57,169.76,16.56,56.01,42.62
2.37,trial_04,1.0,164.97,170.0,15.93,55.25,42.94
2.38,trial_04,1.0,164.82,169.76,15.27,54.43,43.24
2.39,trial_04,1.0,278.63,169.05,14.56,53.56,43.52
2.4,trial_04,1.0,345.07,167.87,13.82,52.66,43.78
2.41,trial_04,1.0,236.14,166.23,13.04,51.77,44.01
2.42,trial_04,1.0,213.63,164.13,12.23,50.9,44.21
2.43,trial_04,1.0,239.21,161.57,11.39,50.08,44.4
2.44,trial_04,1.0,345.57,158.58,10.52,49.32,44.56
2.45,trial_04,1.0,254.16,155.16,9.64,48.65,44.69
2.46,trial_04,1.0,280.86,151.32,8.73,48.07,44.8
2.47,trial_04,1.0,259.98,147.08,7.81,47.61,44.89
2.48,trial_04,1.0,348.02,142.46,6.88,47.27,44.95
2.49,trial_04,1.0,504.28,137.48,5.94,47.07,44.99
2.5,trial_04,1.0,369.61,132.15,5.0,47.0,45.0
2.51,trial_04,1.0,879.8,126.49,4.06,47.07,44.99
2.52,trial_04,1.0,451.2,120.53,3.12,47.27,44.95
2.53,trial_04,1.0,479.46,114.3,2.19,47.61,44.89
2.54,trial_04,1.0,303.4,107.81,1.27,48.07,44.8
2.55,trial_04,1.0,418.25,101.09,0.36,48.65,44.69
2.56,trial_04,1.0,461.11,94.17,-0.52,49.32,44.56
2.57,trial_04,1.0,332.76,87.08,-1.39,50.08,44.4
2.58,trial_04,1.0,319.3,79.84,-2.23,50.9,44.21
2.59,trial_04,1.0,402.24,72.49,-3.04,51.77,44.01
2.6,trial_04,1.0,147.24,65.04,-3.82,52.66,43.78
2.61,trial_04,1.0,220.52,57.53,-4.56,53.56,43.52
2.62,trial_04,1.0,247.02,50.0,-5.27,54.43,43.24
2.63,trial_04,1.0,279.62,50.0,-5.93,55.25,42.94
2.64,trial_04,1.0,203.88,50.0,-6.56,56.01,42.62
2.65,trial_04,1.0,214.97,50.0,-7.14,56.67,42.28
2.66,trial_04,1.0,285.57,50.0,-7.66,57.21,41.91
2.67,trial_04,1.0,263.75,50.0,-8.14,57.62,41.52
2.68,trial_04,1.0,462.76,50.0,-8.57,57.87,41.11
2.69,trial_04,1.0,337.46,50.0,-8.95,57.94,40.68
2.7,trial_04,1.0,164.46,50.0,-9.27,57.82,40.23
2.71,trial_04,1.0,206.73,50.0,-9.53,57.49,39.75
2.72,trial_04,1.0,164.58,50.0,-9.73,56.95,39.26
2.73,trial_04,1.0,82.89,50.0,-9.88,56.19,38.75
2.74,trial_04,1.0,-24.79,50.0,-9.97,55.21,38.22
2.75,trial_04,1.0,244.54,50.0,-10.0,54.0,37.68
2.76,trial_04,1.0,74.28,50.0,-9.97,52.57,37.11
2.77,trial_04,1.0,98.39,50.0,-9.88,50.93,36.53
2.78,trial_04,1.0,120.27,50.0,-9.73,49.08,35.94
2.79,trial_04,1.0,137.02,50.0,-9.53,47.05,35.32
2.8,trial_04,1.0,82.94,50.0,-9.27,44.84,34.69
2.81,trial_04,1.0,85.07,50.0,-8.95,42.47,34.05
2.82,trial_04,1.0,67.6,50.0,-8.57,39.98,33.4
2.83,trial_04,1.0,161.2,50.0,-8.14,37.38,32.73
2.84,trial_04,1.0,23.91,50.0,-7.66,34.71,32.04
2.85,trial_04,1.0,492.94,50.0,-7.14,31.98,31.35
2.86,trial_04,1.0,71.04,50.0,-6.56,29.24,30.64
2.87,trial_04,1.0,112.92,50.0,-5.93,26.5,29.93
2.88,trial_04,1.0,11.41,50.0,-5.27,23.81,29.2
2.89,trial_04,1.0,53.94,50.0,-4.56,21.2,28.47
2.9,trial_04,1.0,117.19,50.0,-3.82,18.68,27.73
2.91,trial_04,1.0,140.44,50.0,-3.04,16.31,26.97
2.92,trial_04,1.0,55.61,50.0,-2.23,14.1,26.22
2.93,trial_04,1.0,91.72,50.0,-1.39,12.07,25.45
2.94,trial_04,1.0,79.55,50.0,-0.52,10.27,24.68
2.95,trial_04,1.0,274.97,50.0,0.36,8.7,23.91
2.96,trial_04,1.0,8.15,50.0,1.27,7.39,23.13
2.97,trial_04,1.0,-189.82,50.0,2.19,6.36,22.35
2.98,trial_04,1.0,5.21,50.0,3.12,5.61,21.57
2.99,trial_04,1.0,54.01,50.0,4.06,5.15,20.79
3.0,trial_04,1.0,644.57,18.37,5.0,5.0,20.0
3.01,trial_04,1.0,210.74,17.76,5.94,5.15,20.79
3.02,trial_04,1.0,290.58,7.44,6.88,5.61,21.57
3.03,trial_04,1.0,257.9,19.0,7.81,6.36,22.35
3.04,trial_04,1.0,310.24,16.75,8.73,7.39,23.13
3.05,trial_04,1.0,398.83,11.46,9.64,8.7,23.91
3.06,trial_04,1.0,356.84,17.47,10.52,10.27,24.68
3.07,trial_04,1.0,375.82,12.12,11.39,12.07,25.45
3.08,trial_04,1.0,391.32,14.73,12.23,14.1,26.22
3.09,trial_04,1.0,378.76,18.85,13.04,16.31,26.97
3.1,trial_04,1.0,468.16,17.89,13.82,18.68,27.73
3.11,trial_04,1.0,404.8,16.99,14.56,21.2,28.47
3.12,trial_04,1.0,423.46,18.5,15.27,23.81,29.2
3.13,trial_04,1.0,399.33,57.53,15.93,26.5,29.93
3.14,trial_04,1.0,557.28,65.04,16.56,29.24,30.64
3.15,trial_04,1.0,476.68,72.49,17.14,31.98,31.35
3.16,trial_04,1.0,503.49,79.84,17.66,34.71,32.04
3.17,trial_04,1.0,712.55,87.08,18.14,37.38,32.73
3.18,trial_04,1.0,404.27,94.17,18.57,39.98,33.4
3.19,trial_04,1.0,432.98,101.09,18.95,42.47,34.05
3.2,trial_04,1.0,492.23,107.81,19.27,44.84,34.69
3.21,trial_04,1.0,516.19,114.3,19.53,47.05,35.32
3.22,trial_04,1.0,451.54,120.53,19.73,49.08,35.94
3.23,trial_04,1.0,531.72,126.49,19.88,50.93,36.53
3.24,trial_04,1.0,309.19,132.15,19.97,52.57,37.11
3.25,trial_04,1.0,254.34,137.48,20.0,54.0,37.68
3.26,trial_04,1.0,401.72,142.46,19.97,55.21,38.22
3.27,trial_04,1.0,290.44,147.08,19.88,56.19,38.75
3.28,trial_04,1.0,248.22,151.32,19.73,56.95,39.26
3.29,trial_04,1.0,183.91,155.16,19.53,57.49,39.75
3.3,trial_04,1.0,202.74,158.58,19.27,57.82,40.23
3.31,trial_04,1.0,16.06,161.57,18.95,57.94,40.68
3.32,trial_04,1.0,122.47,164.13,18.57,57.87,41.11
3.33,trial_04,1.0,180.48,166.23,18.14,57.62,41.52
3.34,trial_04,1.0,607.05,167.87,17.66,57.21,41.91
3.35,trial_04,1.0,183.22,169.05,17.14,56.67,42.28
3.36,trial_04,1.0,91.31,169.76,16.56,56.01,42.62
3.37,trial_04,1.0,186.52,170.0,15.93,55.25,42.94
3.38,trial_04,1.0,230.98,169.76,15.27,54.43,43.24
3.39,trial_04,1.0,201.88,169.05,14.56,53.56,43.52
3.4,trial_04,1.0,312.03,167.87,13.82,52.66,43.78
3.41,trial_04,1.0,190.41,166.23,13.04,51.77,44.01
3.42,trial_04,1.0,290.49,164.13,12.23,50.9,44.21
3.43,trial_04,1.0,239.67,161.57,11.39,50.08,44.4
3.44,trial_04,1.0,180.55,158.58,10.52,49.32,44.56
3.45,trial_04,1.0,248.45,155.16,9.64,48.65,44.69
3.46,trial_04,1.0,222.34,151.32,8.73,48.07,44.8
3.47,trial_04,1.0,459.76,147.08,7.81,47.61,44.89
3.48,trial_04,1.0,215.19,142.46,6.88,47.27,44.95
3.49,trial_04,1.0,331.15,137.48,5.94,47.07,44.99
3.5,trial_04,1.0,353.71,132.15,5.0,47.0,45.0
3.51,trial_04,1.0,823.97,126.49,4.06,47.07,44.99
3.52,trial_04,1.0,351.45,120.53,3.12,47.27,44.95
3.53,trial_04,1.0,306.94,114.3,2.19,47.61,44.89
3.54,trial_04,1.0,315.25,107.81,1.27,48.07,44.8
3.55,trial_04,1.0,302.08,101.09,0.36,48.65,44.69
3.56,trial_04,1.0,582.82,94.17,-0.52,49.32,44.56
3.57,trial_04,1.0,467.09,87.08,-1.39,50.08,44.4
3.58,trial_04,1.0,367.87,79.84,-2.23,50.9,44.21
3.59,trial_04,1.0,294.29,72.49,-3.04,51.77,44.01
3.6,trial_04,1.0,354.19,65.04,-3.82,52.66,43.78
3.61,trial_04,1.0,415.42,57.53,-4.56,53.56,43.52
3.62,trial_04,1.0,416.72,50.0,-5.27,54.43,43.24
3.63,trial_04,1.0,284.47,50.0,-5.93,55.25,42.94
3.64,trial_04,1.0,378.72,50.0,-6.56,56.01,42.62
3.65,trial_04,1.0,353.49,50.0,-7.14,56.67,42.28
3.66,trial_04,1.0,259.09,50.0,-7.66,57.21,41.91
3.67,trial_04,1.0,186.08,50.0,-8.14,57.62,41.52
3.68,trial_04,1.0,536.26,50.0,-8.57,57.87,41.11
3.69,trial_04,1.0,138.73,50.0,-8.95,57.94,40.68
3.7,trial_04,1.0,234.93,50.0,-9.27,57.82,40.23
3.71,trial_04,1.0,211.56,50.0,-9.53,57.49,39.75
3.72,trial_04,1.0,90.07,50.0,-9.73,56.95,39.26
3.73,trial_04,1.0,169.83,50.0,-9.88,56.19,38.75
3.74,trial_04,1.0,45.12,50.0,-9.97,55.21,38.22
3.75,trial_04,1.0,115.46,50.0,-10.0,54.0,37.68
3.76,trial_04,1.0,130.78,50.0,-9.97,52.57,37.11
3.77,trial_04,1.0,53.64,50.0,-9.88,50.93,36.53
3.78,trial_04,1.0,84.21,50.0,-9.73,49.08,35.94
3.79,trial_04,1.0,48.44,50.0,-9.53,47.05,35.32
3.8,trial_04,1.0,43.15,50.0,-9.27,44.84,34.69
3.81,trial_04,1.0,82.43,50.0,-8.95,42.47,34.05
3.82,trial_04,1.0,65.22,50.0,-8.57,39.98,33.4
3.83,trial_04,1.0,175.71,50.0,-8.14,37.38,32.73
3.84,trial_04,1.0,121.14,50.0,-7.66,34.71,32.04
3.85,trial_04,1.0,274.79,50.0,-7.14,31.98,31.35
3.86,trial_04,1.0,134.81,50.0,-6.56,29.24,30.64
3.87,trial_04,1.0,53.05,50.0,-5.93,26.5,29.93
3.88,trial_04,1.0,75.66,50.0,-5.27,23.81,29.2
3.89,trial_04,1.0,50.61,50.0,-4.56,21.2,28.47
3.9,trial_04,1.0,-14.55,50.0,-3.82,18.68,27.73
3.91,trial_04,1.0,21.58,50.0,-3.04,16.31,26.97
3.92,trial_04,1.0,107.61,50.0,-2.23,14.1,26.22
3.93,trial_04,1.0,27.49,50.0,-1.39,12.07,25.45
3.94,trial_04,1.0,149.75,50.0,-0.52,10.27,24.68
3.95,trial_04,1.0,59.81,50.0,0.36,8.7,23.91
3.96,trial_04,1.0,53.83,50.0,1.27,7.39,23.13
3.97,trial_04,1.0,25.73,50.0,2.19,6.36,22.35
3.98,trial_04,1.0,-15.76,50.0,3.12,5.61,21.57
3.99,trial_04,1.0,-28.61,50.0,4.06,5.15,20.79
4.0,trial_04,1.0,548.01,20.19,5.0,5.0,20.0
4.01,trial_04,1.0,207.95,8.96,5.94,5.15,20.79
4.02,trial_04,1.0,163.38,15.88,6.88,5.61,21.57
4.03,trial_04,1.0,391.72,15.39,7.81,6.36,22.35
4.04,trial_04,1.0,314.07,18.06,8.73,7.39,23.13
4.05,trial_04,1.0,196.57,13.98,9.64,8.7,23.91
4.06,trial_04,1.0,272.23,10.5,10.52,10.27,24.68
4.07,trial_04,1.0,435.24,13.1,11.39,12.07,25.45
4.08,trial_04,1.0,189.55,18.94,12.23,14.1,26.22
4.09,trial_04,1.0,463.87,12.93,13.04,16.31,26.97
4.1,trial_04,1.0,499.69,14.04,13.82,18.68,27.73
4.11,trial_04,1.0,436.87,18.22,14.56,21.2,28.47
4.12,trial_04,1.0,336.59,16.84,15.27,23.81,29.2
4.13,trial_04,1.0,498.48,57.53,15.93,26.5,29.93
4.14,trial_04,1.0,425.07,65.04,16.56,29.24,30.64
